station_code,station_name,accumulated_rain_mm,time_window_hours,actual_period_hours,total_readings,avg_rain_per_reading,max_single_reading,first_reading,last_reading,period_start,period_end
30100,La Carlota BioagroindustriaCba,111.0,24,23.83,143,0.776,18.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30058,General Levalle BioagroindustriaCba,89.2,24,23.83,143,0.624,22.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30409,Paseo Sustentable Camilo Aldao BioagroindustriaCba,84.6,24,23.83,143,0.592,15.2,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30405,Reducción BioagroindustriaCba,71.8,24,23.83,143,0.502,16.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30108,Huanchilla BioagroindustriaCba,70.6,24,23.83,143,0.494,18.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30271,Corral de Bustos Ifflinger BioagroindustriaCba,69.2,24,23.83,144,0.481,9.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30415,Villa Rossi BioagroindustriaCba,68.2,24,23.83,144,0.474,20.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30539,Inriville - Pred. Muni Río Carcarañá BioagroindustriaCba,66.2,24,23.83,143,0.463,30.8,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30280,Viamonte BioagroindustriaCba,63.8,24,23.83,141,0.452,9.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30164,Monte Buey BioagroindustriaCba,59.8,24,23.83,142,0.421,9.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30449,APRHi - Colonia 25 (Norte Los Surgentes),56.2,24,23.83,143,0.393,17.6,2025-10-23 11:30:00-03:00,2025-10-24 11:00:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30296,Aero Club Ucacha BioagroindustriaCba,53.6,24,23.83,141,0.38,13.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30284,Wenceslao Escalante BioagroindustriaCba,50.4,24,23.83,143,0.352,8.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30282,Justiniano Posse BioagroindustriaCba,49.6,24,23.83,144,0.344,10.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30059,Rio Bamba BioagroindustriaCba,49.0,24,23.83,142,0.345,13.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30283,La Playosa BioagroindustriaCba,48.6,24,23.83,142,0.342,12.8,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30561,Villa El Chacay - Río Colecitas BioagroindustriaCba,47.4,24,23.83,143,0.331,10.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30278,Chilibroste BioagroindustriaCba,46.8,24,23.83,140,0.334,6.8,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30276,General Roca BioagroindustriaCba,46.4,24,23.83,143,0.324,9.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30349,APRHi -  Bell Ville (Aeródromo),45.4,24,23.83,143,0.317,10.2,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30161,Chazon BioagroindustriaCba,44.6,24,23.83,143,0.312,12.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30159,Buchardo BioagroindustriaCba,44.0,24,23.83,141,0.312,13.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30406,Saira BioagroindustriaCba,41.6,24,23.83,143,0.291,11.6,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30264,Los Surgentes BioagroindustriaCba,40.8,24,23.83,143,0.285,8.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30155,Alejandro Roca BioagroindustriaCba,40.0,24,23.83,142,0.282,5.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30352,APRHi - Los Zorros,40.0,24,23.83,143,0.28,8.6,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30432,APRHi - Cabaña María Lucia (Leones Norte),38.5,24,23.83,143,0.269,7.7,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30160,Marcos Juarez BioagroindustriaCba,37.75,24,23.83,142,0.266,12.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30260,Cruz Alta BioagroindustriaCba,37.6,24,23.83,143,0.263,6.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30295,Chaján BioagroindustriaCba,37.0,24,23.83,142,0.261,21.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30541,La Cesira BioagroindustriaCba,36.0,24,23.83,143,0.252,5.2,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30306,Estancia San Isidro (Canal Florentino),34.0,24,23.83,143,0.238,5.6,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30430,APRHi - Cuenca Letanias -Los Vallecitos,33.0,24,23.83,143,0.231,14.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30275,Saturnino Laspiur BioagroindustriaCba,30.4,24,23.83,143,0.213,7.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30109,Rio Cuarto BioagroindustriaCba,28.6,24,23.83,143,0.2,5.8,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30263,Bulnes BioagroindustriaCba,28.4,24,23.83,140,0.203,4.4,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30535,Estancia Noble BioagroindustriaCba,28.0,24,23.83,144,0.194,18.4,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30129,El Fortin BioagroindustriaCba,27.6,24,23.83,143,0.193,5.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30272,Alicia BioagroindustriaCba,27.0,24,23.83,143,0.189,4.0,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30288,Ordoñez BioagroindustriaCba,26.4,24,23.83,141,0.187,8.8,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30132,Rodeo de los Caballos BioagroindustriaCba,25.4,24,23.83,140,0.181,5.8,2025-10-23 11:40:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30277,Noetinger BioagroindustriaCba,25.4,24,23.83,142,0.179,5.4,2025-10-23 11:40:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30304,Las Varillas (Este-Cruze RP3 Y RP13),25.4,24,23.83,141,0.18,4.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30307,Listello (Este Las Varillas),25.2,24,23.83,143,0.176,6.6,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30235,APRHi - Río de Los Sauces (Sur Pueblo),25.0,24,23.83,143,0.175,8.0,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30281,Etruria BioagroindustriaCba,24.6,24,23.83,139,0.177,8.8,2025-10-23 11:30:00-03:00,2025-10-24 11:20:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30305,El Fortín,24.6,24,23.83,143,0.172,5.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30259,San Antonio de Litin BioagroindustriaCba,24.2,24,23.83,143,0.169,5.8,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
30309,Est. Don Luis (Norte de Alicia),22.6,24,23.83,141,0.16,8.2,2025-10-23 11:30:00-03:00,2025-10-24 11:10:00-03:00,2025-10-23 11:30:00,2025-10-24 11:20:00
